EventId,Type,Severity,StartTime(UTC),EndTime(UTC),Precipitation(in),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode
W-3819142,Rain,Moderate,2016-02-18 03:47:00+00:00,2016-02-18 05:47:00+00:00,0.23,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819143,Rain,Light,2016-02-18 13:47:00+00:00,2016-02-18 14:47:00+00:00,0.06,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819144,Rain,Moderate,2016-02-18 14:47:00+00:00,2016-02-18 14:55:00+00:00,0.12,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819145,Rain,Light,2016-02-18 14:55:00+00:00,2016-02-18 15:47:00+00:00,0.43,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819146,Rain,Light,2016-02-18 15:50:00+00:00,2016-02-18 16:30:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819147,Fog,Moderate,2016-02-26 16:47:00+00:00,2016-02-26 16:56:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819148,Fog,Severe,2016-02-27 15:20:00+00:00,2016-02-27 15:59:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819149,Fog,Moderate,2016-02-27 16:51:00+00:00,2016-02-27 20:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819150,Fog,Severe,2016-02-28 12:20:00+00:00,2016-02-28 13:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819151,Fog,Moderate,2016-02-28 18:16:00+00:00,2016-02-28 22:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819152,Fog,Moderate,2016-02-29 05:47:00+00:00,2016-02-29 06:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819153,Fog,Severe,2016-02-29 16:57:00+00:00,2016-02-29 17:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819154,Fog,Moderate,2016-02-29 17:47:00+00:00,2016-02-29 21:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819155,Fog,Moderate,2016-03-01 00:47:00+00:00,2016-03-01 02:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
